0x1bb8_2221_0,2|2|2|1,9692321294750086082,bdca
0x1bb8_2212_0,2|2|1|2,12208326925206207665,cdab
0x1bb8_2212_1,2|2|1|2,5723773000808268173,bcad
0xabe9_2221_0,2|2|2|1,12902813723135422592,bcda
0xabe9_2221_1,2|2|2|1,9327074374711737690,dcba
0xabe9_2221_2,2|2|2|1,4746391417508129223,bcda
0x016b_2122_0,2|1|2|2,15789877424621855272,cadb
0x016b_3313_0,3|3|1|3,8171796952141003475,bcad
0x016b_2221_0,2|2|2|1,17224622473395100841,bcda
0x016b_2221_1,2|2|2|1,2252962345296937219,bcda
0x016b_2221_2,2|2|2|1,16423778984021459673,cdba
0x016b_2221_3,2|2|2|1,17588654029292120370,bcda
0x016b_2221_4,2|2|2|1,4691047413850689900,dcba
0x016b_2221_5,2|2|2|1,5524268083506767587,dcba
0x016b_1222_0,1|2|2|2,10455693978041326408,abcd
0x97e9_2221_0,2|2|2|1,5262460590193572906,dcba
0x97e9_3133_0,3|1|3|3,4649534918475007671,dacb
0x97e9_3133_1,3|1|3|3,862903875202346594,dacb
0x03fd_3321_0,3|3|2|1,16169778519221813546,dcba
0x1ff1_2221_0,2|2|2|1,11635138363067246512,bdca
0x1ff1_3312_0,3|3|1|2,8264301534976055755,cdab
0x29fe_3123_0,3|1|2|3,16295756659289018427,cabd
0xaaac_2243_0,2|2|4|3,1260102342352461208,badc
0xaaac_2234_0,2|2|3|4,1197265831120831024,abcd
0xaeea_2221_0,2|2|2|1,18045551691596747770,dbca
0xaeea_2221_1,2|2|2|1,15411537819324601807,bdca
0xaeea_2212_0,2|2|1|2,15903781150524699768,bcad
0xaeea_2212_1,2|2|1|2,8642958543994959801,cdab
0xaeea_1222_0,1|2|2|2,2851767095044368493,acdb
0x9acf_2222_0,2|2|2|2,17551051521231834724,cbda
0x9acf_2222_1,2|2|2|2,10485449146879362450,abcd
0x9acf_2222_2,2|2|2|2,2331730001496361058,dbca
0x9acf_2222_3,2|2|2|2,9237317708830404640,bdca
0x9acf_2222_4,2|2|2|2,2481888885740501421,dabc
0x9acf_2222_5,2|2|2|2,10883019725263815602,cdab
0x9acf_1222_0,1|2|2|2,17645155863180548699,abcd
0x29ec_1222_0,1|2|2|2,2040415120268955471,abdc
0x29ec_2221_0,2|2|2|1,7668819315970169508,bcda
0x29ec_2221_1,2|2|2|1,17218736496820701572,bdca
0x29ec_2212_0,2|2|1|2,14714715103578828013,cbad
0x29ec_2212_1,2|2|1|2,11485512945033913730,bcad
0x29ec_2212_2,2|2|1|2,13533875782933807038,cbad
0x29ec_2212_3,2|2|1|2,11676964964952581816,bcad
0x29ec_2212_4,2|2|1|2,8448889384760550428,bcad
0x29ec_2212_5,2|2|1|2,16833240155115804426,cdab
0x29ec_2212_6,2|2|1|2,5980071378360352278,cdab
0x0ee3_2212_0,2|2|1|2,1773356834176553159,dcab
0x0ee3_2221_0,2|2|2|1,9138020516525783003,cbda
0x3dd6_2212_0,2|2|1|2,6250176936237683143,bcad
0x3dd6_2122_0,2|1|2|2,11283451094825719855,dabc
0x8bde_2233_0,2|2|3|3,9758440908248892938,abdc
0x8bde_2233_1,2|2|3|3,1197749043343260643,abcd
0x6bbf_1222_0,1|2|2|2,10275479762456027893,abcd
0x6bbf_2212_0,2|2|1|2,16776028975500977816,bcad
0x6bbf_2313_0,2|3|1|3,10279746921165848332,bcad
0x6bbf_2122_0,2|1|2|2,18107024006675913695,cabd
0x6bbf_2122_1,2|1|2|2,8070579062858068238,cabd
0x6bbf_2122_2,2|1|2|2,16883242491287163428,cabd
0x6bbf_2122_3,2|1|2|2,7536794874928964388,cabd
0x0ff9_2221_0,2|2|2|1,3338519408694684424,bdca
0x0ff9_2212_0,2|2|1|2,16647823980914997076,cdab
0x0ff9_1222_0,1|2|2|2,5932852308731574716,abcd
0x0aa9_2221_0,2|2|2|1,17046519301991974449,bdca
0x0aa9_2221_1,2|2|2|1,8511434287828294710,cbda
0x0aa9_2122_0,2|1|2|2,16433278048184261570,badc
0x0aa9_2212_0,2|2|1|2,10669783802317917110,cdab
0x17e8_2222_0,2|2|2|2,6039974658589237960,dacb
0x17e8_2222_1,2|2|2|2,17067841713491612343,dcba
0x17e8_1222_0,1|2|2|2,1487436091242543156,abcd
0x17e8_1222_1,1|2|2|2,3875062758145465273,abdc
0x17e8_2122_0,2|1|2|2,6633001944586874101,dacb
0x17e8_2221_0,2|2|2|1,11611824640652055632,dcba
0x17e8_2221_1,2|2|2|1,1609005706931838846,dcba
0x02fd_3232_0,3|2|3|2,17177181166717855308,cadb
0x02fd_3322_0,3|3|2|2,1154073434158865282,cdba
0xbeeb_2212_0,2|2|1|2,17881305656822707751,bcad
0xbeeb_1122_0,1|1|2|2,13666729398837875405,abcd
0x28db_2332_0,2|3|3|2,16392107677592776167,adcb
0x28db_2221_0,2|2|2|1,1008985666459698377,bcda
0x28db_2221_1,2|2|2|1,6929550236270723311,dcba
0x28db_2233_0,2|2|3|3,11882403123425336073,badc
0x28db_1332_0,1|3|3|2,17614130289986692743,acdb
0x28db_2323_0,2|3|2|3,11886532348095865201,bdac
0x28db_2323_1,2|3|2|3,11068741422943904962,acbd
0x28db_2312_0,2|3|1|2,9597637575930775336,cdab
0x28db_2122_0,2|1|2|2,11642541014780592237,cadb
0x28db_2122_1,2|1|2|2,16238108066484261749,dacb
0x28db_3214_0,3|2|1|4,17986545813193873807,cbad
0x86e9_2221_0,2|2|2|1,12993788368231604149,cbda
0x86e9_1222_0,1|2|2|2,18046088285336232481,abcd
0x86e9_1222_1,1|2|2|2,8759085671871541372,abdc
0x86e9_3132_0,3|1|3|2,13519992793568653064,dacb
0xa897_2122_0,2|1|2|2,12524533867194081796,cadb
0xa897_2122_1,2|1|2|2,16058275244397788131,dabc
0xa897_2122_2,2|1|2|2,12966456793669058796,cabd
0xa897_2122_3,2|1|2|2,7272053398369536731,dacb
0xa897_2122_4,2|1|2|2,13616785653565795032,dabc
0xa897_2212_0,2|2|1|2,12124484094837303625,bdac
0xa897_2212_1,2|2|1|2,4406480219621783178,bcad
0xa897_2212_2,2|2|1|2,16994419859700307848,bcad
0x0168_1222_0,1|2|2|2,14404949425173595872,abdc
0x0168_2221_0,2|2|2|1,3746408826200207270,dcba
0x0168_2221_1,2|2|2|1,2760630571263941778,dcba
0x0168_3133_0,3|1|3|3,3755042012280965311,dacb
0x09f6_2222_0,2|2|2|2,7270755287005123862,abcd
0x09f6_2222_1,2|2|2|2,10712457252936204133,bdca
0x09f6_2222_2,2|2|2|2,11653603858945037919,cbad
0x09f6_2222_3,2|2|2|2,12380495483752139467,adbc
0x09f6_1222_0,1|2|2|2,3537928114170033223,abcd
0x09f6_1222_1,1|2|2|2,12953978566978260079,abdc
0x09f6_1222_2,1|2|2|2,2635129050932435640,acbd
0x09f6_1222_3,1|2|2|2,12066819905837814555,acdb
0x09f6_1222_4,1|2|2|2,17500183411421242524,adbc
0x09f6_2321_0,2|3|2|1,7077385514035311110,bdca
0x09f6_2221_0,2|2|2|1,7479359212484523425,bdca
0x09f6_2311_0,2|3|1|1,1408966298089757054,cdab
0x0886_2212_0,2|2|1|2,18175838595000533917,cdab
0x0886_2212_1,2|2|1|2,8078289640723963737,cdab
0x0886_2212_2,2|2|1|2,6706070333160493454,cdab
0x0886_2221_0,2|2|2|1,7793965412864991273,cbda
0x0886_2221_1,2|2|2|1,15531528227276994425,cbda
0x0886_2221_2,2|2|2|1,3865523378533479902,cbda
0x0886_2221_3,2|2|2|1,14864832081609864749,bdca
0x0886_2221_4,2|2|2|1,11994886094115154648,bdca
0x0886_3312_0,3|3|1|2,9887868699714306699,cdab
0x0886_1233_0,1|2|3|3,8494225121524529791,abcd
0x0886_1222_0,1|2|2|2,3836028075635777357,adbc
0x0886_1222_1,1|2|2|2,16882279046895957396,acdb
0x828b_2122_0,2|1|2|2,9878177737099405161,badc
0x828b_2122_1,2|1|2|2,11316208463745382400,bacd
0x828b_2122_2,2|1|2|2,7699132940517075671,cadb
0x828b_2122_3,2|1|2|2,872915521881959629,dacb
0x828b_2212_0,2|2|1|2,1080178239164629316,dcab
0x828b_2212_1,2|2|1|2,13817339586954640021,bdac
0x828b_2212_2,2|2|1|2,9394933836068306728,dbac
0x888e_2234_0,2|2|3|4,7198093783409836529,abcd
0x888e_2234_1,2|2|3|4,525335217573324043,abcd
0x0399_1323_0,1|3|2|3,3238570711642385777,acbd
0x0399_2342_0,2|3|4|2,491185241798007278,bcda
0x07a8_1222_0,1|2|2|2,6870428775756611483,acdb
0x07a8_1222_1,1|2|2|2,14685375919645746354,adcb
0x07a8_2122_0,2|1|2|2,11886853952374899572,cabd
0x07a8_2122_1,2|1|2|2,16715669827140950288,badc
0x0ef7_2221_0,2|2|2|1,8650868174137275872,dcba
0x1ee1_1222_0,1|2|2|2,15367569207576126020,adbc
0x1ee1_3331_0,3|3|3|1,11736322287355612355,bdca
0x1ee1_2221_0,2|2|2|1,5752981354576607580,bdca
0x1ee1_3313_0,3|3|1|3,13676521042305367126,cdab
0x1ee1_2222_0,2|2|2|2,14386512686682928561,cbda
0x1ee1_2222_1,2|2|2|2,9275164722705974420,acdb
0x83a8_2212_0,2|2|1|2,6805302944140541948,bcad
0x83a8_2212_1,2|2|1|2,8969116051535699085,bcad
0x83a8_2122_0,2|1|2|2,16181947490807500848,dacb
0x83a8_2122_1,2|1|2|2,17717349004788384120,cadb
0x83a8_2122_2,2|1|2|2,3611047175175795948,cadb
0x83a8_2122_3,2|1|2|2,15216908382984659893,cabd
0xa9d7_2221_0,2|2|2|1,10082366135315683926,dcba
0xa9d7_2221_1,2|2|2|1,5686850617129364195,bcda
0xa9d7_2221_2,2|2|2|1,5053238457134188155,bcda
0xa9d7_2122_0,2|1|2|2,3273916201584685797,dacb
0xa9d7_2122_1,2|1|2|2,2366331611912052384,dabc
0xa9d7_3313_0,3|3|1|3,1026561840353744774,bcad
0x8269_3223_0,3|2|2|3,12793736463993064622,cabd
0x8269_1332_0,1|3|3|2,12832565913060984721,adcb
0x0ee0_2211_0,2|2|1|1,15719703452910428076,cdab
0x9ff9_1211_0,1|2|1|1,3374754972772054704,bdca
0x1ef3_3313_0,3|3|1|3,3286023623393321032,cdab
0x1ef3_3221_0,3|2|2|1,9631121217903090991,dbca
0xabc1_1222_0,1|2|2|2,13229019525823541140,abdc
0xabc1_1222_1,1|2|2|2,12503744025032380877,abcd
0x9889_1222_0,1|2|2|2,13810270900465510352,abcd
0x98ef_2212_0,2|2|1|2,6386879266048120213,cdab
0xaee6_2212_0,2|2|1|2,8020234684845314611,bcad
0xaee6_2212_1,2|2|1|2,15384583951570126164,cdab
0xaee6_2221_0,2|2|2|1,12924962441802819785,bdca
0xaee6_2221_1,2|2|2|1,425225755381989101,dbca
0xaee6_2221_2,2|2|2|1,3072635750587277979,cbda
0xaee6_1222_0,1|2|2|2,9016960143718574988,abcd
0xaee6_1222_1,1|2|2|2,4704538054635878962,acdb
0xaee6_1222_2,1|2|2|2,13566158498175114988,adbc
0xaee6_1222_3,1|2|2|2,5173251273607272226,adbc
0xaee6_1222_4,1|2|2|2,11321242956023820055,acdb
0x8128_1222_0,1|2|2|2,17609719958476501855,abdc
0x8128_1222_1,1|2|2|2,15811120784660502468,abcd
0x8128_1222_2,1|2|2|2,12009318265191829059,adcb
0x8128_3133_0,3|1|3|3,15732792425860128435,dabc
0x0243_2212_0,2|2|1|2,16964012559028382936,bcad
0x0243_2122_0,2|1|2|2,518516394201053417,dabc
0x0243_2122_1,2|1|2|2,5055161048577764935,dacb
0x8187_2122_0,2|1|2|2,5226164142751118931,dacb
0x8187_2122_1,2|1|2|2,12224517072633566555,dacb
0x8187_1222_0,1|2|2|2,4751924517211664938,acdb
0x8187_1222_1,1|2|2|2,16914661613841261948,acdb
0x8187_1222_2,1|2|2|2,4980945270095582059,adbc
0x8187_1222_3,1|2|2|2,13734137231658626571,abcd
0x8187_1222_4,1|2|2|2,5789750720641643590,acbd
0x8187_2233_0,2|2|3|3,2204428606970367493,abcd
0x8187_2233_1,2|2|3|3,12901751841472523576,abcd
0x8187_2233_2,2|2|3|3,2234573418254028062,abdc
0xe896_2122_0,2|1|2|2,5671043206674000343,dacb
0xe896_1232_0,1|2|3|2,17354771896044753124,abdc
0x19a2_1222_0,1|2|2|2,5637799944234317605,adbc
0x19a2_1222_1,1|2|2|2,1041336106246195560,acdb
0x19a2_1222_2,1|2|2|2,5252593126367870923,abcd
0x18f9_3223_0,3|2|2|3,16689744031394395654,dbac
0x18f9_2323_0,2|3|2|3,7937197220373485509,adbc
0x1eff_2212_0,2|2|1|2,259751032774932586,cbad
0x1eff_2221_0,2|2|2|1,10731994077146348403,dcba
0x1eff_2221_1,2|2|2|1,11645632855502002526,cbda
0x0892_2212_0,2|2|1|2,17390346146646942392,dcab
0x0892_2212_1,2|2|1|2,8768861855537942736,bcad
0x0892_2122_0,2|1|2|2,18140848762471308701,bacd
0x0892_2122_1,2|1|2|2,10863374045650334235,cabd
0x0892_1221_0,1|2|2|1,42869065635449580,bdca
0x3eec_2212_0,2|2|1|2,10857411000596948463,cdab
0x3eec_2221_0,2|2|2|1,15355668435169891729,bdca
0x3eec_3322_0,3|3|2|2,12837711888162004601,dcab
0x3eec_3322_1,3|3|2|2,1771824780009148782,cdab
0x0396_1222_0,1|2|2|2,8225494076567302215,abdc
0x0396_1222_1,1|2|2|2,5590891218118545461,abdc
0x0396_1222_2,1|2|2|2,17548245358117058138,abcd
0x7777_11_0,1|1,12850949715840238141,cbda
0x0eea_2212_0,2|2|1|2,1474554208703324714,cdab
0x0eea_2221_0,2|2|2|1,17980310593822342431,dbca
0x0006_2221_0,2|2|2|1,8524551667502533335,cbda
0x0006_1222_0,1|2|2|2,11610045578075059295,acdb
0x0006_2212_0,2|2|1|2,9127138784262898,cdab
0x0006_1123_0,1|1|2|3,9832420117923320813,abcd
0x3efd_2211_0,2|2|1|1,8044236381801033495,dcba
0x3efd_2121_0,2|1|2|1,5816901627323172375,cadb
0x9ffa_1212_0,1|2|1|2,3697312234672306360,adbc
0x9ffa_2221_0,2|2|2|1,11725302274074505125,dbca
0x9ffa_1231_0,1|2|3|1,11939802071936939780,acdb
0x0249_1222_0,1|2|2|2,15797529093932774226,abdc
0x1887_2221_0,2|2|2|1,7175407692769331067,cbda
0x1887_2212_0,2|2|1|2,13229986770874803732,cdab
0x1887_1222_0,1|2|2|2,15633372035504519570,adbc
0x0bd6_1222_0,1|2|2|2,5415809437043815820,abcd
0x0bd6_1222_1,1|2|2|2,8460312279650324113,abdc
0x0bd6_3231_0,3|2|3|1,17797344763602257559,cbda
0x0bd6_3422_0,3|4|2|2,13469977933621470782,cdab
0x17a9_1222_0,1|2|2|2,3685804724901375458,abdc
0x17a9_2122_0,2|1|2|2,17577732383977274179,dabc
0x17a9_2122_1,2|1|2|2,15996479403583124818,cabd
0x17a9_2122_2,2|1|2|2,1234878400475402941,cadb
0x17a9_2212_0,2|2|1|2,6945737935426522292,bcad
0x17a9_2212_1,2|2|1|2,13669267982731214742,bdac
0x17a9_2331_0,2|3|3|1,5129639564952710065,bcda
0x17a9_3224_0,3|2|2|4,2914507417665978726,cabd
0x2997_2122_0,2|1|2|2,668145869024004313,dabc
0x2997_2212_0,2|2|1|2,2028601789452109778,bcad
0xade5_2221_0,2|2|2|1,16781080442058052679,cbda
0xade5_2221_1,2|2|2|1,7209458494319360269,dcba
0xade5_2212_0,2|2|1|2,14530090214630319920,bcad
0xade5_2212_1,2|2|1|2,18333131366767435013,dbac
0xade5_2212_2,2|2|1|2,9695566671864187333,cdab
0xade5_1222_0,1|2|2|2,6371603323764813475,acdb
0xade5_1222_1,1|2|2|2,17518166541361071083,acbd
0xade5_1222_2,1|2|2|2,15234140846863553668,abcd
0x97bf_3133_0,3|1|3|3,9694063018126007568,cadb
0x97bf_3132_0,3|1|3|2,5244318662605192036,dacb
0x9bf7_1223_0,1|2|2|3,3795587671407961871,abcd
0x9bf7_3221_0,3|2|2|1,7870567212550916265,dbca
0x9bf7_1322_0,1|3|2|2,1133282278816596017,adbc
0x6ff6_1111_0,1|1|1|1,5434344669175327232,adbc
0x0883_2122_0,2|1|2|2,2727224313713906308,dabc
0x0883_2122_1,2|1|2|2,12961601008987112466,dabc
